index,mid,display_name
0,/m/09x0r,言語
1,/m/0ytgt,兒童語音，孩子說話
2,/m/01h8n0,會話
3,/m/02qldy,旁白，獨白
4,/m/0261r1,胡說
5,/m/0brhx,語音合成器
6,/m/07p6fty,喊
7,/m/07q4ntr,怒吼
8,/m/07rwj3x,呼喊
9,/m/07sr1lc,大叫
10,/t/dd00135,孩子喊
11,/m/03qc9zr,尖叫
12,/m/02rtxlg,耳語
13,/m/01j3sz,笑聲
14,/t/dd00001,嬰兒的笑聲
15,/m/07r660_,傻笑
16,/m/07s04w4,暗笑
17,/m/07sq110,捧腹大笑
18,/m/07rgt08,輕笑，得意的高笑
19,/m/0463cq4,哭泣，哭泣
20,/t/dd00002,嬰兒哭聲，嬰兒哭聲的
21,/m/07qz6j3,嗚咽
22,/m/07qw_06,哀號，呻吟
23,/m/07plz5l,嘆
24,/m/015lz1,唱歌
25,/m/0l14jd,唱詩班
26,/m/01swy6,岳得爾
27,/m/02bk07,唄
28,/m/01c194,口頭禪
29,/t/dd00005,兒童歌唱
30,/t/dd00006,合成歌聲
31,/m/06bxc,說唱
32,/m/02fxyj,低唱
33,/m/07s2xch,呻吟
34,/m/07r4k75,咕嚕
35,/m/01w250,口哨
36,/m/0lyf6,呼吸
37,/m/07mzm6,哮
38,/m/01d3sd,打鼾
39,/m/07s0dtb,喘氣
40,/m/07pyy8b,喘氣
41,/m/07q0yl5,鼻息
42,/m/01b_21,咳嗽
43,/m/0dl9sf8,清嗓
44,/m/01hsr_,噴嚏
45,/m/07ppn3j,吸氣
46,/m/06h7j,跑
47,/m/07qv_x_,拖曳
48,/m/07pbtc8,行走，腳步聲
49,/m/03cczk,咀嚼，咀嚼
50,/m/07pdhp0,咬
51,/m/0939n_,漱口
52,/m/01g90h,肚子咕嚕
53,/m/03q5_w,打嗝，噯氣
54,/m/02p3nc,嗝
55,/m/02_nn,屁
56,/m/0k65p,手
57,/m/025_jnm,手指折斷
58,/m/0l15bq,拍手
59,/m/01jg02,心臟的聲音，心跳
60,/m/01jg1z,心臟雜音
61,/m/053hz1,歡呼
62,/m/028ght,掌聲
63,/m/07rkbfh,喋喋不休
64,/m/03qtwd,人群
65,/m/07qfr4h,眾聲喧嘩，言語噪聲，言語喋喋不休
66,/t/dd00013,孩子們玩
67,/m/0jbk,動物
68,/m/068hy,國內動物，寵物
69,/m/0bt9lr,狗
70,/m/05tny_,吠
71,/m/07r_k2n,業
72,/m/07qf0zm,嗥
73,/m/07rc7d9,吠聲
74,/m/0ghcn6,咆哮
75,/t/dd00136,嗚咽（狗）
76,/m/01yrx,貓
77,/m/02yds9,發出喉音
78,/m/07qrkrw,喵
79,/m/07rjwbb,嘶
80,/m/07r81j2,Caterwaul
81,/m/0ch8v,家畜，農場動物，工作動物
82,/m/03k3r,馬
83,/m/07rv9rh,馬蹄聲
84,/m/07q5rw0,馬嘶鳴
85,/m/01xq0k1,牛，牛亞科
86,/m/07rpkh9,武
87,/m/0239kh,牛鈴
88,/m/068zj,豬
89,/t/dd00018,豬鼻息
90,/m/03fwl,山羊
91,/m/07q0h5t,布萊特
92,/m/07bgp,羊
93,/m/025rv6n,雞
94,/m/09b5t,雞，公雞
95,/m/07st89h,咕
96,/m/07qn5dc,打鳴，公雞一 - 塗鴉鬥
97,/m/01rd7k,火雞
98,/m/07svc2k,狼吞虎咽
99,/m/09ddx,鴨
100,/m/07qdb04,嘎嘎
101,/m/0dbvp,鵝
102,/m/07qwf61,按喇叭
103,/m/01280g,野生動物
104,/m/0cdnk,咆哮的貓科動物（獅子，老虎）
105,/m/04cvmfc,怒吼
106,/m/015p6,鳥
107,/m/020bb7,鳥發聲，鳥呼叫，鳥歌
108,/m/07pggtn,啁啾，鳴叫
109,/m/07sx8x_,發牢騷
110,/m/0h0rv,鴿子，鴿子
111,/m/07r_25d,鴣鴣聲
112,/m/04s8yn,烏鴉
113,/m/07r5c2p,啼
114,/m/09d5_,貓頭鷹
115,/m/07r_80w,叱
116,/m/05_wcq,鳥飛行，翅膀扇動
117,/m/01z5f,犬科，犬，狼
118,/m/06hps,鼠害，大鼠，小鼠
119,/m/04rmv,鼠
120,/m/07r4gkf,小動物
121,/m/03vt0,昆蟲
122,/m/09xqv,蟋蟀
123,/m/09f96,蚊子
124,/m/0h2mp,飛，家蠅
125,/m/07pjwq1,蜂鳴器
126,/m/01h3n,蜜蜂，黃蜂等。
127,/m/09ld4,青蛙
128,/m/07st88b,發牢騷
129,/m/078jl,蛇
130,/m/07qn4z3,響尾蛇
131,/m/032n05,鯨魚發聲
132,/m/04rlf,音樂
133,/m/04szw,樂器
134,/m/0fx80y,彈撥樂器
135,/m/0342h,吉他
136,/m/02sgy,電吉他
137,/m/018vs,低音吉他
138,/m/042v_gx,原聲吉他
139,/m/06w87,鋼吉他，滑棒吉他
140,/m/01glhc,攻絲（吉他技巧）
141,/m/07s0s5r,亂彈
142,/m/018j2,班卓琴
143,/m/0jtg0,西塔
144,/m/04rzd,曼多林
145,/m/01bns_,箏
146,/m/07xzm,四弦琴
147,/m/05148p4,鍵盤（音樂）
148,/m/05r5c,鋼琴
149,/m/01s0ps,電鋼琴
150,/m/013y1f,器官
151,/m/03xq_f,電子琴
152,/m/03gvt,電子琴
153,/m/0l14qv,合成
154,/m/01v1d8,取樣
155,/m/03q5t,大鍵琴
156,/m/0l14md,打擊樂器
157,/m/02hnl,架子鼓
158,/m/0cfdd,鼓機
159,/m/026t6,鼓
160,/m/06rvn,小鼓
161,/m/03t3fj,邊敲擊
162,/m/02k_mr,擊鼓
163,/m/0bm02,低音鼓
164,/m/011k_j,定音鼓
165,/m/01p970,塔布拉
166,/m/01qbl,鈸
167,/m/03qtq,镲
168,/m/01sm1g,木塊
169,/m/07brj,鈴鼓
170,/m/05r5wn,搖鈴
171,/m/0xzly,馬拉卡
172,/m/0mbct,鑼
173,/m/016622,管鐘
174,/m/0j45pbj,木槌敲擊
175,/m/0dwsp,馬林巴，木琴
176,/m/0dwtp,鐵琴
177,/m/0dwt5,顫音琴
178,/m/0l156b,鋼盤
179,/m/05pd6,樂隊
180,/m/01kcd,銅管樂器
181,/m/0319l,圓號
182,/m/07gql,喇叭
183,/m/07c6l,長號
184,/m/0l14_3,弓弦樂器
185,/m/02qmj0d,串節
186,/m/07y_7,小提琴，小提琴
187,/m/0d8_n,撥奏
188,/m/01xqw,大提琴
189,/m/02fsn,低音提琴
190,/m/085jw,管樂器，木管樂器
191,/m/0l14j_,長笛
192,/m/06ncr,薩克管
193,/m/01wy6,單簧管
194,/m/03m5k,豎琴
195,/m/0395lw,鐘
196,/m/03w41f,教堂的鐘聲
197,/m/027m70_,叮鈴鈴
198,/m/0gy1t2s,自行車車鈴
199,/m/07n_g,音叉
200,/m/0f8s22,鐘
201,/m/026fgl,風鈴
202,/m/0150b9,更改振鈴（campanology）
203,/m/03qjg,口琴
204,/m/0mkg,手風琴
205,/m/0192l,風笛
206,/m/02bxd,迪吉里杜管
207,/m/0l14l2,號角
208,/m/07kc_,特雷門
209,/m/0l14t7,缽
210,/m/01hgjl,刮擦（性能技術）
211,/m/064t9,流行音樂
212,/m/0glt670,嘻哈音樂
213,/m/02cz_7,口技
214,/m/06by7,搖滾音樂
215,/m/03lty,重金屬
216,/m/05r6t,朋克搖滾
217,/m/0dls3,垃圾
218,/m/0dl5d,前衛搖滾
219,/m/07sbbz2,搖滾
220,/m/05w3f,迷幻搖滾
221,/m/06j6l,節奏藍調
222,/m/0gywn,靈魂音樂
223,/m/06cqb,雷鬼
224,/m/01lyv,國家
225,/m/015y_n,搖擺音樂
226,/m/0gg8l,早熟禾
227,/m/02x8m,恐懼
228,/m/02w4v,民間音樂
229,/m/06j64v,中東音樂
230,/m/03_d0,爵士樂
231,/m/026z9,迪斯科
232,/m/0ggq0m,古典音樂
233,/m/05lls,歌劇
234,/m/02lkt,電子音樂
235,/m/03mb9,家庭音樂
236,/m/07gxw,TECHNO
237,/m/07s72n,的Dubstep
238,/m/0283d,鼓和貝司
239,/m/0m0jc,電子樂
240,/m/08cyft,電子舞曲音樂
241,/m/0fd3y,環境音樂
242,/m/07lnk,恍惚音樂
243,/m/0g293,拉丁美洲音樂
244,/m/0ln16,薩爾薩音樂
245,/m/0326g,弗拉門戈
246,/m/0155w,藍調
247,/m/05fw6t,音樂兒童
248,/m/02v2lh,新世紀音樂
249,/m/0y4f8,聲樂
250,/m/0z9c,二星
251,/m/0164x2,非洲音樂
252,/m/0145m,Afrobeat
253,/m/02mscn,基督教音樂
254,/m/016cjb,福音音樂
255,/m/028sqc,亞洲音樂
256,/m/015vgc,卡納提克音樂
257,/m/0dq0md,寶萊塢音樂
258,/m/06rqw,斯卡
259,/m/02p0sh1,傳統音樂
260,/m/05rwpb,獨立音樂
261,/m/074ft,歌曲
262,/m/025td0t,背景音樂
263,/m/02cjck,主題音樂
264,/m/03r5q_,丁當（音樂）
265,/m/0l14gg,原聲音樂
266,/m/07pkxdp,催眠曲
267,/m/01z7dr,遊戲音樂
268,/m/0140xf,聖誕音樂
269,/m/0ggx5q,舞蹈音樂
270,/m/04wptg,婚禮音樂
271,/t/dd00031,快樂的音樂
272,/t/dd00033,傷感的音樂
273,/t/dd00034,招標音樂
274,/t/dd00035,令人興奮的音樂
275,/t/dd00036,憤怒的音樂
276,/t/dd00037,恐怖音樂
277,/m/03m9d0z,風
278,/m/09t49,沙沙作響的樹葉
279,/t/dd00092,風噪聲（麥克風）
280,/m/0jb2l,雷雨
281,/m/0ngt1,雷
282,/m/0838f,水
283,/m/06mb1,雨
284,/m/07r10fb,雨滴
285,/t/dd00038,雨表面上
286,/m/0j6m2,流
287,/m/0j2kx,瀑布
288,/m/05kq4,海洋
289,/m/034srq,波，衝浪
290,/m/06wzb,蒸汽
291,/m/07swgks,淙淙
292,/m/02_41,火
293,/m/07pzfmf,裂紋
294,/m/07yv9,車輛
295,/m/019jd,船，水上交通工具
296,/m/0hsrw,帆船，帆船
297,/m/056ks2,划艇，獨木舟，皮划艇
298,/m/02rlv9,摩托艇，快艇
299,/m/06q74,船
300,/m/012f08,機動車輛（道路）
301,/m/0k4j,汽車
302,/m/0912c9,汽車喇叭，汽車喇叭聲，喇叭聲
303,/m/07qv_d5,嘟
304,/m/02mfyn,汽車防盜器
305,/m/04gxbd,電動車窗，電動窗
306,/m/07rknqz,集材
307,/m/0h9mv,輪胎尖叫
308,/t/dd00134,汽車路過
309,/m/0ltv,賽車，賽車
310,/m/07r04,卡車
311,/m/0gvgw0,氣閘
312,/m/05x_td,氣喇叭，喇叭的卡車
313,/m/02rhddq,倒車蜂鳴聲
314,/m/03cl9h,冰淇淋車，冰淇淋車
315,/m/01bjv,公車
316,/m/03j1ly,緊急車輛
317,/m/04qvtq,警車（警報）
318,/m/012n7d,救護車（警報）
319,/m/012ndj,消防車，消防車（警笛）
320,/m/04_sv,摩托車
321,/m/0btp2,交通噪聲，道路噪聲
322,/m/06d_3,鐵路交通
323,/m/07jdr,培養
324,/m/04zmvq,火車的汽笛聲
325,/m/0284vy3,火車喇叭
326,/m/01g50p,車廂，車皮
327,/t/dd00048,火車車輪尖叫
328,/m/0195fx,地鐵，地鐵，地下
329,/m/0k5j,飛機
330,/m/014yck,航空發動機
331,/m/04229,噴氣發動機
332,/m/02l6bg,螺旋槳，螺旋槳
333,/m/09ct_,直升機
334,/m/0cmf2,固定翼飛機，飛機
335,/m/0199g,自行車
336,/m/06_fw,滑板
337,/m/02mk9,發動機
338,/t/dd00065,光引擎（高頻）
339,/m/08j51y,牙鑽，牙鑽
340,/m/01yg9g,割草機
341,/m/01j4z9,電鋸
342,/t/dd00066,中等發動機（中頻）
343,/t/dd00067,重發動機（低頻）
344,/m/01h82_,發動機爆震
345,/t/dd00130,發動機起動
346,/m/07pb8fc,空轉
347,/m/07q2z82,加速聲
348,/m/02dgv,門
349,/m/03wwcy,門鈴
350,/m/07r67yg,叮咚
351,/m/02y_763,滑行門
352,/m/07rjzl8,猛撞
353,/m/07r4wb8,敲
354,/m/07qcpgn,龍頭
355,/m/07q6cd_,吱
356,/m/0642b4,櫥櫃打開或關閉
357,/m/0fqfqc,抽屜打開或關閉
358,/m/04brg2,碗碟，鍋，平底鍋和
359,/m/023pjk,餐具，銀器
360,/m/07pn_8q,砧板（食品）
361,/m/0dxrf,油炸（食品）
362,/m/0fx9l,微波爐
363,/m/02pjr4,攪拌機
364,/m/02jz0l,水龍頭，水龍頭
365,/m/0130jx,沉（填充或洗滌）
366,/m/03dnzn,浴缸（填充或洗滌）
367,/m/03wvsk,電吹風
368,/m/01jt3m,馬桶沖水
369,/m/012xff,牙刷
370,/m/04fgwm,電動牙刷
371,/m/0d31p,吸塵器
372,/m/01s0vc,拉鍊（衣服）
373,/m/03v3yw,鑰匙搖晃
374,/m/0242l,硬幣（丟棄）
375,/m/01lsmm,剪刀
376,/m/02g901,電鬍刀
377,/m/05rj2,洗牌
378,/m/0316dw,打字
379,/m/0c2wf,打字機
380,/m/01m2v,計算機鍵盤
381,/m/081rb,寫作
382,/m/07pp_mv,報警
383,/m/07cx4,電話
384,/m/07pp8cl,電話鈴響
385,/m/01hnzm,鈴聲
386,/m/02c8p,電話撥號，DTMF
387,/m/015jpf,撥號音
388,/m/01z47d,忙碌信號
389,/m/046dlr,鬧鐘
390,/m/03kmc9,警笛
391,/m/0dgbq,防空警報
392,/m/030rvx,蜂鳴器
393,/m/01y3hg,煙霧探測器，煙霧報警器
394,/m/0c3f7m,火警
395,/m/04fq5q,霧號
396,/m/0l156k,哨
397,/m/06hck5,汽笛
398,/t/dd00077,機械
399,/m/02bm9n,棘輪棘爪
400,/m/01x3z,時鐘
401,/m/07qjznt,蜱
402,/m/07qjznl,滴答滴答
403,/m/0l7xg,齒輪
404,/m/05zc1,滑輪
405,/m/0llzx,縫紉機
406,/m/02x984l,機械風扇
407,/m/025wky1,空調
408,/m/024dl,收銀機
409,/m/01m4t,印表機
410,/m/0dv5r,相機
411,/m/07bjf,單鏡頭反光相機
412,/m/07k1x,工具
413,/m/03l9g,錘子
414,/m/03p19w,手持式鑿岩機
415,/m/01b82r,鋸切
416,/m/02p01q,歸檔（銼）
417,/m/023vsd,三鼎
418,/m/0_ksk,電動工具
419,/m/01d380,鑽頭
420,/m/014zdl,爆炸
421,/m/032s66,一聲槍響，槍聲
422,/m/04zjc,機槍
423,/m/02z32qm,齊射
424,/m/0_1c,炮火
425,/m/073cg4,帽槍
426,/m/0g6b5,煙花
427,/g/122z_qxw,鞭炮
428,/m/07qsvvw,爆裂，彈出
429,/m/07pxg6y,火山噴發
430,/m/07qqyl4,繁榮
431,/m/083vt,木
432,/m/07pczhz,劈
433,/m/07pl1bw,碎片
434,/m/07qs1cx,裂紋
435,/m/039jq,玻璃
436,/m/07q7njn,中國佬，碰杯
437,/m/07rn7sz,粉碎
438,/m/04k94,液體
439,/m/07rrlb6,飛濺，飛濺
440,/m/07p6mqd,泥濘道路
441,/m/07qlwh6,果醬
442,/m/07r5v4s,滴
443,/m/07prgkl,倒水
444,/m/07pqc89,涓涓細流，運球
445,/t/dd00088,噴
446,/m/07p7b8y,填充（液體）
447,/m/07qlf79,噴霧
448,/m/07ptzwd,泵（液體）
449,/m/07ptfmf,攪拌
450,/m/0dv3j,沸騰
451,/m/0790c,聲納
452,/m/0dl83,箭頭
453,/m/07rqsjt,嗖的一聲，旋風嗖
454,/m/07qnq_y,撲通，轟的一聲
455,/m/07rrh0c,咚
456,/m/0b_fwt,電子調諧器
457,/m/02rr_,效果器
458,/m/07m2kt,合唱效果
459,/m/018w8,籃球反彈
460,/m/07pws3f,砰
461,/m/07ryjzk,拍擊，拍擊
462,/m/07rdhzs,重擊，釘入
463,/m/07pjjrj,粉碎，崩潰
464,/m/07pc8lb,破壞
465,/m/07pqn27,彈彈
466,/m/07rbp7_,鞭子
467,/m/07pyf11,拍打
468,/m/07qb_dv,刮
469,/m/07qv4k0,刮
470,/m/07pdjhy,擦
471,/m/07s8j8t,滾
472,/m/07plct2,破碎
473,/t/dd00112,起皺，起皺
474,/m/07qcx4z,撕裂
475,/m/02fs_r,嗶，嗶
476,/m/07qwdck,平
477,/m/07phxs1,丁
478,/m/07rv4dm,鐺
479,/m/07s02z0,尖叫
480,/m/07qh7jl,吱吱
481,/m/07qwyj0,沙沙
482,/m/07s34ls,呼呼
483,/m/07qmpdm,噠
484,/m/07p9k1k,嘯
485,/m/07qc9xj,點擊
486,/m/07rwm0c,咔嗒-瓣
487,/m/07phhsh,隆隆
488,/m/07qyrcz,噗通
489,/m/07qfgpx,叮噹，叮噹聲
490,/m/07rcgpl,哼
491,/m/07p78v5,嗡嗡聲
492,/t/dd00121,博英
493,/m/07s12q4,緊縮
494,/m/028v0c,安靜
495,/m/01v_m0,正弦波
496,/m/0b9m1,諧波
497,/m/0hdsk,啁啾音
498,/m/0c1dj,音效
499,/m/07pt_g0,脈衝
500,/t/dd00125,室內，小房間
501,/t/dd00126,室內，大房間或大廳
502,/t/dd00127,室內，公共空間
503,/t/dd00128,室外，城市或人造
504,/t/dd00129,室外，農村或天然
505,/m/01b9nn,混響
506,/m/01jnbd,迴聲
507,/m/096m7z,噪聲
508,/m/06_y0by,環境噪聲
509,/m/07rgkc5,靜態的
510,/m/06xkwv,電源的嗡嗡聲
511,/m/0g12c5,失真
512,/m/08p9q4,側音
513,/m/07szfh9,雜音
514,/m/0chx_,白噪音
515,/m/0cj0r,粉紅噪音
516,/m/07p_0gm,悸動
517,/m/01jwx6,振動
518,/m/07c52,電視
519,/m/06bz3,無線電
520,/m/07hvw1,現場記錄
